Complaint_ID,Complaint_Text,Category,Sentiment,Priority,Resolution,Status
2405,Passenger lost luggage,Women Safety,Very Negative,Medium,RPF escort assigned,Pending
2406,WiFi not available,Bedroll Missing,Very Negative,Medium,Housekeeping informed,Resolved
2407,Blanket not provided,Medical Emergency,Very Negative,Low,Medical team alerted,Pending
2408,Blanket not provided,Coach Damage,Negative,High,Maintenance team assigned,Pending
2409,AC not working in coach B2,Bedroll Missing,Very Negative,Medium,Housekeeping informed,Pending
2410,Passenger lost luggage,Catering Issue,Negative,High,Vendor contacted,Resolved
2411,AC not working in coach B2,Water Problem,Neutral,Low,Vendor informed,Pending
2412,Passenger lost luggage,WiFi Issue,Neutral,Medium,Technical support informed,Pending
2413,AC not working in coach B2,Catering Issue,Very Negative,High,Vendor contacted,Pending
2414,Food served was stale,Delay,Negative,Medium,Delay notification sent,Pending
2415,Passenger lost luggage,Electrical,Neutral,Medium,Electrician assigned,Pending
2416,WiFi not available,Coach Damage,Negative,High,Maintenance team assigned,Pending
2417,Food served was stale,Cleanliness,Negative,High,Cleaning team dispatched,Pending
2418,WiFi not available,Staff Behaviour,Negative,High,Supervisor informed,Resolved
2419,Blanket not provided,Washroom Problem,Negative,High,Cleaning staff informed,Pending
2420,Charging point not working,Washroom Problem,Neutral,Low,Cleaning staff informed,Resolved
2421,Passenger lost luggage,Food Quality,Very Negative,Low,Catering manager informed,Pending
2422,Blanket not provided,Water Problem,Very Negative,Medium,Vendor informed,Resolved
2423,Unauthorized person entered coach,Washroom Problem,Negative,High,Cleaning staff informed,Pending
2424,AC not working in coach B2,Ticket Issue,Negative,Low,Refund process initiated,Pending
2425,Medical assistance required urgently,Security,Neutral,Low,RPF team alerted,Resolved
2426,AC not working in coach B2,Reservation,Neutral,High,Reservation department informed,Pending
2427,Washroom is dirty,Washroom Problem,Very Negative,Medium,Cleaning staff informed,Resolved
2428,AC not working in coach B2,AC Issue,Negative,High,Technician assigned,Resolved
2429,Blanket not provided,Electrical,Negative,Medium,Electrician assigned,Resolved
2430,Unauthorized person entered coach,AC Issue,Negative,Low,Technician assigned,Pending
2431,Washroom is dirty,Staff Behaviour,Negative,Low,Supervisor informed,Resolved
2432,Food served was stale,Noise Complaint,Negative,Low,Coach attendant informed,Pending
2433,WiFi not available,Luggage,Very Negative,High,Lost and found informed,Pending
2434,AC not working in coach B2,Ticket Issue,Negative,Low,Refund process initiated,Resolved
2435,Passenger lost luggage,Reservation,Neutral,Low,Reservation department informed,Resolved
2436,Train delayed by 3 hours,Luggage,Negative,Medium,Lost and found informed,Pending
2437,Blanket not provided,Security,Neutral,Low,RPF team alerted,Pending
2438,AC not working in coach B2,Washroom Problem,Neutral,Low,Cleaning staff informed,Pending
2439,WiFi not available,Theft,Negative,Medium,RPF complaint registered,Pending
2440,WiFi not available,Delay,Very Negative,Medium,Delay notification sent,Resolved
2441,Medical assistance required urgently,Ticket Issue,Very Negative,High,Refund process initiated,Pending
2442,Medical assistance required urgently,Staff Behaviour,Neutral,Medium,Supervisor informed,Pending
2443,Train delayed by 3 hours,Ticket Issue,Very Negative,High,Refund process initiated,Pending
2444,Unauthorized person entered coach,Bedroll Missing,Negative,High,Housekeeping informed,Pending
2445,Medical assistance required urgently,Water Problem,Negative,Low,Vendor informed,Pending
2446,WiFi not available,Electrical,Very Negative,Medium,Electrician assigned,Resolved
2447,Unauthorized person entered coach,Water Problem,Neutral,Medium,Vendor informed,Resolved
2448,Medical assistance required urgently,Reservation,Negative,Medium,Reservation department informed,Pending
2449,Blanket not provided,Theft,Very Negative,Low,RPF complaint registered,Resolved
2450,Medical assistance required urgently,AC Issue,Neutral,Medium,Technician assigned,Pending
2451,Washroom is dirty,Water Problem,Very Negative,Low,Vendor informed,Resolved
2452,Medical assistance required urgently,Delay,Neutral,Low,Delay notification sent,Resolved
2453,Passenger lost luggage,Ticket Issue,Very Negative,Medium,Refund process initiated,Resolved
2454,AC not working in coach B2,Electrical,Very Negative,Low,Electrician assigned,Resolved
2455,Food served was stale,Coach Damage,Neutral,High,Maintenance team assigned,Pending
2456,Blanket not provided,Bedroll Missing,Very Negative,Medium,Housekeeping informed,Pending
2457,Train delayed by 3 hours,Women Safety,Neutral,Low,RPF escort assigned,Pending
2458,Charging point not working,Electrical,Negative,Low,Electrician assigned,Resolved
2459,Train delayed by 3 hours,Women Safety,Very Negative,High,RPF escort assigned,Resolved
2460,Charging point not working,Noise Complaint,Very Negative,Medium,Coach attendant informed,Resolved
2461,AC not working in coach B2,Catering Issue,Very Negative,Medium,Vendor contacted,Pending
2462,AC not working in coach B2,Catering Issue,Neutral,High,Vendor contacted,Resolved
2463,Passenger lost luggage,Reservation,Neutral,High,Reservation department informed,Pending
2464,Train delayed by 3 hours,Washroom Problem,Very Negative,Low,Cleaning staff informed,Resolved
2465,Unauthorized person entered coach,Bedroll Missing,Negative,Medium,Housekeeping informed,Pending
2466,Food served was stale,Luggage,Neutral,High,Lost and found informed,Pending
2467,Passenger lost luggage,Catering Issue,Negative,Medium,Vendor contacted,Pending
2468,Charging point not working,WiFi Issue,Negative,High,Technical support informed,Resolved
2469,AC not working in coach B2,Water Problem,Negative,High,Vendor informed,Resolved
2470,Medical assistance required urgently,Bedroll Missing,Very Negative,Low,Housekeeping informed,Resolved
2471,Blanket not provided,Women Safety,Negative,Low,RPF escort assigned,Resolved
2472,Charging point not working,Women Safety,Negative,Medium,RPF escort assigned,Pending
2473,Medical assistance required urgently,Theft,Negative,High,RPF complaint registered,Pending
2474,Charging point not working,Reservation,Neutral,Medium,Reservation department informed,Pending
2475,Passenger lost luggage,Ticket Issue,Neutral,Medium,Refund process initiated,Pending
2476,Blanket not provided,Electrical,Negative,Low,Electrician assigned,Resolved
2477,Passenger lost luggage,Water Problem,Neutral,Low,Vendor informed,Pending
2478,Charging point not working,Ticket Issue,Very Negative,Medium,Refund process initiated,Pending
2479,Blanket not provided,Water Problem,Very Negative,Medium,Vendor informed,Resolved
2480,Charging point not working,Theft,Very Negative,High,RPF complaint registered,Resolved
2481,Food served was stale,AC Issue,Neutral,Medium,Technician assigned,Resolved
2482,WiFi not available,Bedroll Missing,Neutral,Medium,Housekeeping informed,Pending
2483,Charging point not working,Cleanliness,Neutral,Low,Cleaning team dispatched,Resolved
2484,Charging point not working,Medical Emergency,Neutral,High,Medical team alerted,Resolved
2485,Train delayed by 3 hours,Washroom Problem,Negative,Low,Cleaning staff informed,Resolved
2486,AC not working in coach B2,Staff Behaviour,Very Negative,Medium,Supervisor informed,Resolved
2487,Passenger lost luggage,Coach Damage,Very Negative,High,Maintenance team assigned,Resolved
2488,Unauthorized person entered coach,Medical Emergency,Negative,Low,Medical team alerted,Resolved
2489,Train delayed by 3 hours,Theft,Neutral,High,RPF complaint registered,Resolved
2490,Train delayed by 3 hours,Washroom Problem,Very Negative,Low,Cleaning staff informed,Resolved
2491,Washroom is dirty,Medical Emergency,Very Negative,High,Medical team alerted,Resolved
2492,Unauthorized person entered coach,Noise Complaint,Neutral,High,Coach attendant informed,Pending
2493,Medical assistance required urgently,Noise Complaint,Neutral,Medium,Coach attendant informed,Resolved
2494,AC not working in coach B2,Theft,Neutral,Medium,RPF complaint registered,Pending
2495,Train delayed by 3 hours,WiFi Issue,Very Negative,Medium,Technical support informed,Resolved
2496,Blanket not provided,Cleanliness,Negative,Medium,Cleaning team dispatched,Pending
2497,WiFi not available,Ticket Issue,Negative,Low,Refund process initiated,Pending
2498,Medical assistance required urgently,Ticket Issue,Neutral,Low,Refund process initiated,Pending
2499,Passenger lost luggage,AC Issue,Very Negative,Low,Technician assigned,Resolved
2500,AC not working in coach B2,Electrical,Neutral,High,Electrician assigned,Pending
2501,WiFi not available,Women Safety,Neutral,High,RPF escort assigned,Pending
2502,Train delayed by 3 hours,Luggage,Negative,Medium,Lost and found informed,Pending
2503,Unauthorized person entered coach,Ticket Issue,Very Negative,Medium,Refund process initiated,Resolved
2504,Medical assistance required urgently,Coach Damage,Neutral,Medium,Maintenance team assigned,Resolved
2505,Food served was stale,AC Issue,Neutral,High,Technician assigned,Pending
2506,AC not working in coach B2,Coach Damage,Negative,Medium,Maintenance team assigned,Pending
2507,Washroom is dirty,Electrical,Neutral,Medium,Electrician assigned,Pending
2508,WiFi not available,Cleanliness,Very Negative,Low,Cleaning team dispatched,Pending
2509,WiFi not available,Delay,Neutral,Medium,Delay notification sent,Resolved
2510,WiFi not available,Washroom Problem,Very Negative,High,Cleaning staff informed,Resolved
2511,WiFi not available,Cleanliness,Negative,High,Cleaning team dispatched,Pending
2512,Charging point not working,Noise Complaint,Negative,Low,Coach attendant informed,Pending
2513,Medical assistance required urgently,Noise Complaint,Negative,Low,Coach attendant informed,Resolved
2514,Blanket not provided,Cleanliness,Negative,High,Cleaning team dispatched,Resolved
2515,Washroom is dirty,WiFi Issue,Very Negative,High,Technical support informed,Pending
2516,Medical assistance required urgently,Washroom Problem,Negative,Low,Cleaning staff informed,Resolved
2517,Unauthorized person entered coach,Washroom Problem,Neutral,Medium,Cleaning staff informed,Resolved
2518,Train delayed by 3 hours,Food Quality,Neutral,Low,Catering manager informed,Pending
2519,Food served was stale,Cleanliness,Very Negative,Medium,Cleaning team dispatched,Resolved
2520,WiFi not available,Reservation,Neutral,Medium,Reservation department informed,Pending
2521,Medical assistance required urgently,AC Issue,Negative,Medium,Technician assigned,Pending
2522,Passenger lost luggage,Washroom Problem,Negative,Medium,Cleaning staff informed,Pending
2523,Train delayed by 3 hours,Food Quality,Negative,Medium,Catering manager informed,Resolved
2524,WiFi not available,Water Problem,Very Negative,Medium,Vendor informed,Resolved
2525,Train delayed by 3 hours,Bedroll Missing,Neutral,High,Housekeeping informed,Pending
2526,WiFi not available,Security,Negative,Medium,RPF team alerted,Pending
2527,Washroom is dirty,Cleanliness,Neutral,Low,Cleaning team dispatched,Resolved
2528,Washroom is dirty,WiFi Issue,Very Negative,High,Technical support informed,Resolved
2529,AC not working in coach B2,Ticket Issue,Very Negative,Medium,Refund process initiated,Resolved
2530,Unauthorized person entered coach,Security,Very Negative,Medium,RPF team alerted,Resolved
2531,Blanket not provided,Women Safety,Neutral,Medium,RPF escort assigned,Resolved
2532,Charging point not working,Water Problem,Neutral,Low,Vendor informed,Resolved
2533,Medical assistance required urgently,Washroom Problem,Very Negative,High,Cleaning staff informed,Resolved
2534,Passenger lost luggage,Luggage,Negative,Low,Lost and found informed,Pending
2535,Food served was stale,Water Problem,Neutral,Low,Vendor informed,Pending
2536,Unauthorized person entered coach,Staff Behaviour,Neutral,High,Supervisor informed,Resolved
2537,AC not working in coach B2,Electrical,Neutral,Medium,Electrician assigned,Resolved
2538,Washroom is dirty,Water Problem,Negative,Low,Vendor informed,Resolved
2539,Medical assistance required urgently,Reservation,Neutral,Medium,Reservation department informed,Pending
2540,AC not working in coach B2,Coach Damage,Negative,High,Maintenance team assigned,Resolved
2541,Passenger lost luggage,Catering Issue,Negative,Medium,Vendor contacted,Pending
2542,Washroom is dirty,Luggage,Negative,High,Lost and found informed,Pending
2543,Charging point not working,Medical Emergency,Neutral,Low,Medical team alerted,Pending
2544,Train delayed by 3 hours,Noise Complaint,Very Negative,Medium,Coach attendant informed,Pending
2545,Washroom is dirty,Catering Issue,Very Negative,Medium,Vendor contacted,Pending
2546,Washroom is dirty,Delay,Very Negative,Medium,Delay notification sent,Pending
2547,WiFi not available,WiFi Issue,Neutral,Low,Technical support informed,Pending
2548,Medical assistance required urgently,Ticket Issue,Negative,Medium,Refund process initiated,Pending
2549,Washroom is dirty,WiFi Issue,Very Negative,High,Technical support informed,Resolved
2550,Medical assistance required urgently,Ticket Issue,Negative,Low,Refund process initiated,Resolved
2551,Food served was stale,Electrical,Negative,Low,Electrician assigned,Pending
2552,Washroom is dirty,Washroom Problem,Negative,Medium,Cleaning staff informed,Resolved
2553,AC not working in coach B2,Noise Complaint,Negative,High,Coach attendant informed,Pending
2554,Blanket not provided,Luggage,Very Negative,Medium,Lost and found informed,Pending
2555,Train delayed by 3 hours,WiFi Issue,Neutral,High,Technical support informed,Resolved
2556,Train delayed by 3 hours,Luggage,Negative,High,Lost and found informed,Resolved
2557,Washroom is dirty,Theft,Very Negative,Medium,RPF complaint registered,Resolved
2558,Medical assistance required urgently,Delay,Very Negative,Low,Delay notification sent,Pending
2559,Train delayed by 3 hours,Security,Neutral,Medium,RPF team alerted,Resolved
2560,Blanket not provided,Theft,Very Negative,Low,RPF complaint registered,Resolved
2561,Medical assistance required urgently,Noise Complaint,Very Negative,Medium,Coach attendant informed,Resolved
2562,Food served was stale,Catering Issue,Negative,Medium,Vendor contacted,Resolved
2563,Passenger lost luggage,Catering Issue,Negative,High,Vendor contacted,Resolved
2564,Washroom is dirty,Noise Complaint,Negative,Medium,Coach attendant informed,Resolved
2565,Passenger lost luggage,Food Quality,Very Negative,Medium,Catering manager informed,Pending
2566,Washroom is dirty,Water Problem,Negative,High,Vendor informed,Resolved
2567,Train delayed by 3 hours,Luggage,Very Negative,Medium,Lost and found informed,Pending
2568,Charging point not working,Bedroll Missing,Very Negative,Low,Housekeeping informed,Resolved
2569,Food served was stale,Noise Complaint,Negative,High,Coach attendant informed,Pending
2570,AC not working in coach B2,Luggage,Neutral,High,Lost and found informed,Resolved
2571,AC not working in coach B2,Bedroll Missing,Negative,Medium,Housekeeping informed,Resolved
2572,Blanket not provided,Luggage,Negative,Medium,Lost and found informed,Resolved
2573,Food served was stale,Bedroll Missing,Negative,Low,Housekeeping informed,Pending
2574,Food served was stale,Security,Neutral,Medium,RPF team alerted,Resolved
2575,Passenger lost luggage,Catering Issue,Very Negative,Medium,Vendor contacted,Pending
2576,Unauthorized person entered coach,Reservation,Neutral,Medium,Reservation department informed,Pending
2577,Food served was stale,Noise Complaint,Very Negative,Low,Coach attendant informed,Resolved
2578,AC not working in coach B2,Ticket Issue,Neutral,High,Refund process initiated,Pending
2579,Unauthorized person entered coach,Ticket Issue,Neutral,Medium,Refund process initiated,Pending
2580,AC not working in coach B2,Security,Very Negative,High,RPF team alerted,Resolved
2581,Unauthorized person entered coach,Noise Complaint,Negative,High,Coach attendant informed,Pending
2582,Washroom is dirty,Ticket Issue,Negative,Low,Refund process initiated,Pending
2583,Charging point not working,Security,Very Negative,Low,RPF team alerted,Resolved
2584,Unauthorized person entered coach,Catering Issue,Neutral,Low,Vendor contacted,Resolved
2585,Unauthorized person entered coach,Bedroll Missing,Neutral,Low,Housekeeping informed,Pending
2586,Charging point not working,Theft,Very Negative,Low,RPF complaint registered,Pending
2587,Medical assistance required urgently,WiFi Issue,Negative,Medium,Technical support informed,Resolved
2588,Charging point not working,Security,Very Negative,High,RPF team alerted,Pending
2589,Charging point not working,Coach Damage,Neutral,Low,Maintenance team assigned,Resolved
2590,Washroom is dirty,Delay,Very Negative,High,Delay notification sent,Resolved
2591,Washroom is dirty,Theft,Very Negative,Low,RPF complaint registered,Pending
2592,Medical assistance required urgently,Noise Complaint,Very Negative,Medium,Coach attendant informed,Resolved
2593,Blanket not provided,Staff Behaviour,Negative,Medium,Supervisor informed,Pending
2594,Blanket not provided,Water Problem,Neutral,High,Vendor informed,Resolved
2595,Blanket not provided,Electrical,Negative,Medium,Electrician assigned,Pending
2596,Medical assistance required urgently,Noise Complaint,Negative,Medium,Coach attendant informed,Resolved
2597,Medical assistance required urgently,Washroom Problem,Negative,Low,Cleaning staff informed,Pending
2598,Passenger lost luggage,Reservation,Negative,Low,Reservation department informed,Pending
2599,Train delayed by 3 hours,Noise Complaint,Very Negative,High,Coach attendant informed,Pending
2600,Blanket not provided,Water Problem,Negative,High,Vendor informed,Resolved
2601,Unauthorized person entered coach,Food Quality,Neutral,High,Catering manager informed,Resolved
2602,Unauthorized person entered coach,Security,Negative,Medium,RPF team alerted,Resolved
2603,Unauthorized person entered coach,Washroom Problem,Very Negative,High,Cleaning staff informed,Pending
2604,Medical assistance required urgently,Delay,Neutral,High,Delay notification sent,Resolved
2605,Food served was stale,Theft,Very Negative,Medium,RPF complaint registered,Resolved
2606,AC not working in coach B2,Ticket Issue,Negative,Medium,Refund process initiated,Resolved
2607,Medical assistance required urgently,Catering Issue,Very Negative,High,Vendor contacted,Pending
2608,Train delayed by 3 hours,AC Issue,Negative,Low,Technician assigned,Resolved
2609,Train delayed by 3 hours,Catering Issue,Very Negative,Medium,Vendor contacted,Pending
2610,WiFi not available,Noise Complaint,Neutral,Low,Coach attendant informed,Resolved
2611,Unauthorized person entered coach,Water Problem,Very Negative,Low,Vendor informed,Resolved
2612,Food served was stale,Food Quality,Neutral,Low,Catering manager informed,Pending
2613,Blanket not provided,Water Problem,Neutral,High,Vendor informed,Resolved
2614,Medical assistance required urgently,Water Problem,Neutral,Medium,Vendor informed,Resolved
2615,Unauthorized person entered coach,Noise Complaint,Very Negative,Medium,Coach attendant informed,Resolved
2616,Washroom is dirty,Coach Damage,Very Negative,Medium,Maintenance team assigned,Resolved
2617,Passenger lost luggage,Medical Emergency,Negative,Medium,Medical team alerted,Resolved
2618,Washroom is dirty,Women Safety,Neutral,Low,RPF escort assigned,Resolved
2619,Medical assistance required urgently,Luggage,Very Negative,High,Lost and found informed,Pending
2620,Unauthorized person entered coach,Delay,Negative,Medium,Delay notification sent,Resolved
2621,Washroom is dirty,Security,Very Negative,Low,RPF team alerted,Resolved
2622,Unauthorized person entered coach,AC Issue,Neutral,Low,Technician assigned,Pending
2623,WiFi not available,WiFi Issue,Very Negative,Medium,Technical support informed,Resolved
2624,Unauthorized person entered coach,WiFi Issue,Neutral,Low,Technical support informed,Pending
2625,Blanket not provided,AC Issue,Negative,Low,Technician assigned,Resolved
2626,Unauthorized person entered coach,Luggage,Neutral,Low,Lost and found informed,Pending
2627,Unauthorized person entered coach,Cleanliness,Very Negative,Medium,Cleaning team dispatched,Resolved
2628,Passenger lost luggage,Coach Damage,Very Negative,High,Maintenance team assigned,Pending
2629,Unauthorized person entered coach,Electrical,Neutral,Medium,Electrician assigned,Resolved
2630,Train delayed by 3 hours,Catering Issue,Negative,High,Vendor contacted,Pending
2631,AC not working in coach B2,Catering Issue,Very Negative,Low,Vendor contacted,Pending
2632,Train delayed by 3 hours,Women Safety,Negative,Medium,RPF escort assigned,Pending
2633,Medical assistance required urgently,WiFi Issue,Negative,High,Technical support informed,Resolved
2634,Blanket not provided,Washroom Problem,Very Negative,Medium,Cleaning staff informed,Pending
2635,Unauthorized person entered coach,Luggage,Negative,High,Lost and found informed,Resolved
2636,Passenger lost luggage,Bedroll Missing,Negative,High,Housekeeping informed,Pending
2637,Medical assistance required urgently,Bedroll Missing,Negative,High,Housekeeping informed,Resolved
2638,Food served was stale,Security,Very Negative,High,RPF team alerted,Pending
2639,Medical assistance required urgently,WiFi Issue,Very Negative,Low,Technical support informed,Resolved
2640,AC not working in coach B2,Staff Behaviour,Neutral,Medium,Supervisor informed,Pending
2641,AC not working in coach B2,Noise Complaint,Very Negative,Medium,Coach attendant informed,Pending
2642,Blanket not provided,Coach Damage,Negative,Medium,Maintenance team assigned,Pending
2643,AC not working in coach B2,Security,Negative,Medium,RPF team alerted,Pending
2644,Medical assistance required urgently,Washroom Problem,Neutral,Medium,Cleaning staff informed,Pending
2645,Charging point not working,WiFi Issue,Negative,Low,Technical support informed,Pending
2646,Food served was stale,AC Issue,Neutral,High,Technician assigned,Pending
2647,Food served was stale,WiFi Issue,Negative,High,Technical support informed,Resolved
2648,Washroom is dirty,Security,Negative,High,RPF team alerted,Pending
2649,Passenger lost luggage,Coach Damage,Negative,Medium,Maintenance team assigned,Resolved
2650,WiFi not available,Food Quality,Very Negative,High,Catering manager informed,Pending
2651,Blanket not provided,Medical Emergency,Very Negative,High,Medical team alerted,Resolved
2652,Charging point not working,Water Problem,Neutral,High,Vendor informed,Resolved
2653,Passenger lost luggage,Coach Damage,Neutral,Low,Maintenance team assigned,Resolved
2654,Medical assistance required urgently,Ticket Issue,Negative,Low,Refund process initiated,Pending
2655,Washroom is dirty,Medical Emergency,Very Negative,Medium,Medical team alerted,Pending
2656,Unauthorized person entered coach,Ticket Issue,Negative,Medium,Refund process initiated,Pending
2657,Food served was stale,Catering Issue,Negative,Medium,Vendor contacted,Resolved
2658,Train delayed by 3 hours,Medical Emergency,Negative,High,Medical team alerted,Pending
2659,Food served was stale,Medical Emergency,Very Negative,High,Medical team alerted,Pending
2660,Unauthorized person entered coach,Luggage,Negative,High,Lost and found informed,Resolved
2661,Train delayed by 3 hours,Water Problem,Negative,Low,Vendor informed,Resolved
2662,WiFi not available,WiFi Issue,Negative,High,Technical support informed,Pending
2663,Unauthorized person entered coach,Delay,Neutral,Medium,Delay notification sent,Resolved
2664,Unauthorized person entered coach,Food Quality,Negative,High,Catering manager informed,Resolved
2665,Medical assistance required urgently,AC Issue,Negative,Low,Technician assigned,Resolved
2666,Blanket not provided,Washroom Problem,Negative,Medium,Cleaning staff informed,Pending
2667,AC not working in coach B2,Staff Behaviour,Neutral,Low,Supervisor informed,Pending
2668,Blanket not provided,Coach Damage,Very Negative,Medium,Maintenance team assigned,Resolved
2669,Washroom is dirty,Washroom Problem,Negative,Low,Cleaning staff informed,Resolved
2670,WiFi not available,Women Safety,Neutral,Medium,RPF escort assigned,Pending
2671,Blanket not provided,Women Safety,Very Negative,Low,RPF escort assigned,Resolved
2672,Unauthorized person entered coach,Cleanliness,Neutral,Medium,Cleaning team dispatched,Resolved
2673,Passenger lost luggage,Catering Issue,Neutral,High,Vendor contacted,Resolved
2674,Washroom is dirty,WiFi Issue,Neutral,High,Technical support informed,Resolved
2675,Medical assistance required urgently,Electrical,Very Negative,Low,Electrician assigned,Pending
2676,Unauthorized person entered coach,Ticket Issue,Neutral,Medium,Refund process initiated,Resolved
2677,Washroom is dirty,Medical Emergency,Negative,Medium,Medical team alerted,Pending
2678,Medical assistance required urgently,Security,Neutral,High,RPF team alerted,Resolved
2679,AC not working in coach B2,Noise Complaint,Neutral,High,Coach attendant informed,Resolved
2680,Unauthorized person entered coach,Coach Damage,Neutral,Low,Maintenance team assigned,Pending
2681,WiFi not available,Electrical,Negative,Medium,Electrician assigned,Resolved
2682,Passenger lost luggage,Staff Behaviour,Negative,Medium,Supervisor informed,Pending
2683,Passenger lost luggage,Washroom Problem,Very Negative,Low,Cleaning staff informed,Pending
2684,Charging point not working,WiFi Issue,Negative,Low,Technical support informed,Pending
2685,Blanket not provided,Food Quality,Negative,High,Catering manager informed,Pending
2686,Food served was stale,Washroom Problem,Negative,Low,Cleaning staff informed,Pending
2687,Blanket not provided,Ticket Issue,Neutral,Low,Refund process initiated,Pending
2688,Passenger lost luggage,Bedroll Missing,Very Negative,High,Housekeeping informed,Resolved
2689,Passenger lost luggage,Ticket Issue,Neutral,Low,Refund process initiated,Resolved
2690,Unauthorized person entered coach,AC Issue,Neutral,Medium,Technician assigned,Resolved
2691,Blanket not provided,Catering Issue,Very Negative,Medium,Vendor contacted,Pending
2692,AC not working in coach B2,Noise Complaint,Very Negative,Low,Coach attendant informed,Pending
2693,AC not working in coach B2,Reservation,Very Negative,Medium,Reservation department informed,Pending
2694,Unauthorized person entered coach,Theft,Negative,High,RPF complaint registered,Pending
2695,WiFi not available,Electrical,Neutral,High,Electrician assigned,Pending
2696,Train delayed by 3 hours,Cleanliness,Negative,Medium,Cleaning team dispatched,Pending
2697,Charging point not working,Medical Emergency,Neutral,High,Medical team alerted,Resolved
2698,Blanket not provided,Noise Complaint,Very Negative,Low,Coach attendant informed,Resolved
2699,Unauthorized person entered coach,Delay,Very Negative,Medium,Delay notification sent,Resolved
2700,Medical assistance required urgently,Coach Damage,Neutral,Medium,Maintenance team assigned,Pending
2701,Blanket not provided,AC Issue,Negative,Low,Technician assigned,Pending
2702,Food served was stale,Reservation,Very Negative,Medium,Reservation department informed,Pending
2703,Train delayed by 3 hours,Electrical,Neutral,High,Electrician assigned,Resolved
2704,Blanket not provided,Ticket Issue,Negative,Medium,Refund process initiated,Pending
2705,Medical assistance required urgently,Luggage,Negative,Low,Lost and found informed,Resolved
2706,Food served was stale,Noise Complaint,Very Negative,Medium,Coach attendant informed,Resolved
2707,WiFi not available,Coach Damage,Neutral,Medium,Maintenance team assigned,Pending
2708,Food served was stale,Security,Neutral,High,RPF team alerted,Pending
2709,WiFi not available,Medical Emergency,Very Negative,Medium,Medical team alerted,Pending
2710,AC not working in coach B2,Women Safety,Negative,Low,RPF escort assigned,Resolved
2711,Blanket not provided,Staff Behaviour,Negative,Medium,Supervisor informed,Resolved
2712,Blanket not provided,WiFi Issue,Negative,Low,Technical support informed,Pending
2713,Passenger lost luggage,Electrical,Neutral,Medium,Electrician assigned,Resolved
2714,Charging point not working,Catering Issue,Negative,Medium,Vendor contacted,Resolved
2715,Blanket not provided,Medical Emergency,Neutral,High,Medical team alerted,Pending
2716,Passenger lost luggage,Washroom Problem,Neutral,Low,Cleaning staff informed,Resolved
2717,Washroom is dirty,Ticket Issue,Very Negative,Low,Refund process initiated,Resolved
2718,Passenger lost luggage,Water Problem,Neutral,Low,Vendor informed,Pending
2719,AC not working in coach B2,Women Safety,Neutral,Medium,RPF escort assigned,Resolved
2720,Food served was stale,WiFi Issue,Negative,Low,Technical support informed,Pending
2721,Passenger lost luggage,Electrical,Very Negative,Low,Electrician assigned,Resolved
2722,AC not working in coach B2,Cleanliness,Very Negative,Medium,Cleaning team dispatched,Pending
2723,Blanket not provided,Security,Negative,Low,RPF team alerted,Resolved
2724,Blanket not provided,Food Quality,Negative,Medium,Catering manager informed,Resolved
2725,WiFi not available,Theft,Negative,Medium,RPF complaint registered,Resolved
2726,Medical assistance required urgently,Water Problem,Neutral,High,Vendor informed,Pending
2727,Charging point not working,Cleanliness,Negative,Low,Cleaning team dispatched,Resolved
2728,Train delayed by 3 hours,Bedroll Missing,Neutral,High,Housekeeping informed,Resolved
2729,Passenger lost luggage,WiFi Issue,Negative,High,Technical support informed,Resolved
2730,Train delayed by 3 hours,Coach Damage,Negative,Medium,Maintenance team assigned,Resolved
2731,WiFi not available,Water Problem,Neutral,Low,Vendor informed,Resolved
2732,WiFi not available,Coach Damage,Very Negative,Medium,Maintenance team assigned,Pending
2733,Food served was stale,Luggage,Negative,Medium,Lost and found informed,Resolved
2734,Blanket not provided,Medical Emergency,Neutral,High,Medical team alerted,Resolved
2735,AC not working in coach B2,Theft,Neutral,High,RPF complaint registered,Resolved
2736,Food served was stale,Water Problem,Very Negative,Medium,Vendor informed,Resolved
2737,Blanket not provided,Reservation,Very Negative,Low,Reservation department informed,Resolved
2738,AC not working in coach B2,Cleanliness,Neutral,High,Cleaning team dispatched,Resolved
2739,WiFi not available,Theft,Very Negative,High,RPF complaint registered,Pending
2740,Washroom is dirty,Food Quality,Negative,Medium,Catering manager informed,Pending
2741,Unauthorized person entered coach,Washroom Problem,Neutral,Low,Cleaning staff informed,Pending
2742,Train delayed by 3 hours,Staff Behaviour,Very Negative,Low,Supervisor informed,Resolved
2743,Washroom is dirty,Cleanliness,Negative,Medium,Cleaning team dispatched,Pending
2744,AC not working in coach B2,Noise Complaint,Very Negative,Low,Coach attendant informed,Resolved
2745,Blanket not provided,Luggage,Very Negative,Medium,Lost and found informed,Resolved
2746,Washroom is dirty,Staff Behaviour,Neutral,Medium,Supervisor informed,Pending
2747,Medical assistance required urgently,Medical Emergency,Negative,Medium,Medical team alerted,Pending
2748,WiFi not available,Reservation,Negative,Medium,Reservation department informed,Pending
2749,Washroom is dirty,Food Quality,Negative,Medium,Catering manager informed,Resolved
2750,Train delayed by 3 hours,Bedroll Missing,Very Negative,High,Housekeeping informed,Resolved
2751,Passenger lost luggage,Staff Behaviour,Negative,High,Supervisor informed,Pending
2752,WiFi not available,Reservation,Very Negative,Low,Reservation department informed,Pending
2753,Medical assistance required urgently,Women Safety,Very Negative,High,RPF escort assigned,Resolved
